stop_year,stop_month,stop_date,stop_hour,driver_gender,drivers_age_bucket,drivers_race,stop_duration,is_arrested,drugs_related_stop,violations_raw,search_score,stop_outcome
2014,04,20,1,M,6.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2010,06,11,2,M,6.0,White,30+ Min,True,True,Equipment/Inspection Violation,2,Arrest Driver
2008,10,07,23,F,6.0,Asian,16-30 Min,True,False,Call for Service,2,Arrest Driver
2015,05,06,2,M,7.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2012,11,24,22,M,6.0,White,0-15 Min,True,False,Speeding,32,Arrest Driver
2007,01,19,8,M,3.0,White,30+ Min,True,False,Speeding,2,Arrest Driver
2010,04,14,13,F,5.0,White,16-30 Min,True,False,Speeding,2,Arrest Driver
2006,01,02,12,M,5.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2013,02,12,15,M,7.0,Black,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2007,01,07,2,M,7.0,Black,30+ Min,True,False,Speeding,2,Arrest Driver
2007,08,02,1,M,4.0,Hispanic,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,08,31,2,M,9.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,04,03,0,M,4.0,White,30+ Min,True,False,Speeding,34,Arrest Driver
2010,01,06,11,M,10.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2013,05,23,6,M,8.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2009,01,03,0,M,7.0,White,30+ Min,True,False,Other Traffic Violation,2,Arrest Driver
2005,12,05,22,M,8.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2006,05,06,18,F,6.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2013,05,07,9,M,4.0,Black,30+ Min,True,False,Registration Violation,32,Arrest Driver
2008,09,30,9,F,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2007,04,24,15,F,8.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,01,16,16,M,11.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2005,12,10,21,M,5.0,Black,0-15 Min,True,False,Other Traffic Violation,2,Arrest Driver
2010,03,13,19,M,4.0,Hispanic,0-15 Min,True,False,Call for Service,1,Arrest Driver
2006,11,06,18,M,10.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2009,07,02,22,M,6.0,White,30+ Min,True,False,Call for Service,2,Arrest Driver
2012,09,29,4,F,4.0,White,0-15 Min,True,False,Call for Service,1,Arrest Driver
2007,02,26,15,M,4.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2006,11,06,18,M,10.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2007,06,24,0,M,4.0,Asian,30+ Min,True,False,Speeding,2,Arrest Driver
2009,11,24,1,M,5.0,Black,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2010,04,02,11,M,7.0,Black,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2005,11,02,1,F,3.0,Black,30+ Min,True,False,Registration Violation,2,Arrest Driver
2012,08,17,17,F,5.0,White,30+ Min,True,False,Registration Violation,1,Arrest Driver
2006,07,03,1,M,10.0,White,16-30 Min,True,False,Speeding,2,Arrest Driver
2009,02,09,12,M,5.0,Black,0-15 Min,True,False,Speeding,1,Arrest Driver
2014,05,04,2,M,9.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2006,07,25,11,M,5.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2011,09,13,12,F,5.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2012,01,01,2,M,10.0,White,30+ Min,True,False,Other Traffic Violation,2,Arrest Driver
2011,01,16,16,M,11.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,10,14,9,M,4.0,Hispanic,30+ Min,True,True,Equipment/Inspection Violation,8,Arrest Driver
2012,04,04,16,M,4.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,09,30,1,M,6.0,Black,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2010,04,17,8,M,7.0,Hispanic,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2011,08,03,7,M,5.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2009,07,07,17,M,5.0,White,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2011,12,28,23,M,5.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2015,02,14,1,F,8.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2009,05,14,22,M,7.0,White,30+ Min,True,False,Call for Service,1,Arrest Driver
2007,02,05,14,M,5.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2008,09,13,15,M,6.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2012,05,04,15,M,4.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2008,06,09,14,M,7.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2007,03,08,22,M,7.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2006,08,03,19,M,4.0,Black,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2006,11,15,10,F,4.0,Black,16-30 Min,True,False,Speeding,1,Arrest Driver
2009,03,28,9,M,6.0,Hispanic,30+ Min,True,True,Speeding,10,Arrest Driver
2010,02,15,6,M,5.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2014,01,26,23,M,7.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,32,Arrest Driver
2015,02,16,14,M,6.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2015,12,16,14,M,8.0,Hispanic,30+ Min,True,False,Other Traffic Violation,34,Arrest Driver
2008,04,06,20,F,6.0,Hispanic,16-30 Min,True,False,Warrant,2,Arrest Driver
2011,09,22,1,F,4.0,White,30+ Min,True,False,Speeding,10,Arrest Driver
2013,03,28,0,M,7.0,Hispanic,30+ Min,True,False,Call for Service,1,Arrest Driver
2013,10,11,7,M,6.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2012,08,02,23,M,8.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2015,10,17,23,M,10.0,White,0-15 Min,True,False,Other Traffic Violation,2,Arrest Driver
2007,07,20,23,M,7.0,Black,0-15 Min,True,False,Other Traffic Violation,2,Arrest Driver
2006,09,30,1,M,6.0,Black,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2012,11,26,17,M,5.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2015,02,18,2,M,4.0,White,16-30 Min,True,True,Equipment/Inspection Violation,8,Arrest Driver
2006,10,29,10,M,5.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,11,29,11,M,6.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2012,02,04,3,M,10.0,Black,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2011,07,26,14,M,5.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,04,26,9,F,6.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,03,21,11,M,10.0,White,30+ Min,True,True,Other Traffic Violation,18,Arrest Driver
2012,06,21,22,M,7.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2008,12,08,7,M,7.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2012,05,11,20,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,32,Arrest Driver
2008,12,02,22,M,6.0,Black,0-15 Min,True,False,Speeding,1,Arrest Driver
2012,02,05,11,F,4.0,Hispanic,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2010,08,25,23,M,12.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2005,10,25,20,M,9.0,White,30+ Min,True,False,Other Traffic Violation,2,Arrest Driver
2008,10,04,10,M,5.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2015,03,13,15,F,6.0,Asian,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2005,10,04,23,M,4.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2009,02,22,23,M,5.0,White,30+ Min,True,False,Speeding,10,Arrest Driver
2015,10,03,1,M,5.0,Black,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2006,02,02,0,M,6.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,09,01,0,M,4.0,Black,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2014,12,27,6,M,3.0,White,0-15 Min,True,False,Suspicious Person,1,Arrest Driver
2015,07,02,9,M,5.0,Hispanic,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2006,03,20,2,M,10.0,White,16-30 Min,True,True,Speeding,2,Arrest Driver
2009,03,27,13,M,4.0,Hispanic,16-30 Min,True,False,Speeding,2,Arrest Driver
2011,03,25,19,M,11.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2013,07,05,15,F,8.0,White,0-15 Min,True,False,Call for Service,1,Arrest Driver
2006,05,06,18,F,6.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2015,01,07,9,M,9.0,White,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2007,05,02,10,F,10.0,White,0-15 Min,True,False,Violation of City/Town Ordinance,2,Arrest Driver
2010,03,20,23,M,8.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2006,07,04,12,M,3.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2007,03,22,1,M,6.0,White,0-15 Min,True,False,Call for Service,1,Arrest Driver
2006,04,20,20,M,6.0,Black,30+ Min,True,False,Speeding,1,Arrest Driver
2010,02,08,17,M,5.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2005,10,11,3,M,8.0,White,30+ Min,True,False,Speeding,2,Arrest Driver
2015,03,29,13,M,7.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2006,10,12,15,M,6.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2006,10,13,23,M,7.0,White,16-30 Min,True,False,Speeding,2,Arrest Driver
2014,04,29,10,M,7.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2009,01,17,15,F,6.0,White,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2006,08,25,0,M,4.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,07,04,12,M,3.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2012,05,26,21,M,4.0,Black,30+ Min,True,False,Speeding,1,Arrest Driver
2008,10,07,13,M,4.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2013,05,24,2,F,4.0,Black,0-15 Min,True,False,Speeding,1,Arrest Driver
2014,06,23,18,M,9.0,White,0-15 Min,True,False,Call for Service,1,Arrest Driver
2006,06,01,11,M,4.0,Asian,16-30 Min,True,False,Equipment/Inspection Violation,34,Arrest Driver
2012,03,25,9,M,7.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2006,07,01,20,M,7.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2006,11,24,13,M,7.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2011,12,04,0,M,9.0,White,0-15 Min,True,False,Other Traffic Violation,10,Arrest Driver
2008,09,19,18,F,4.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2007,10,20,12,M,5.0,Hispanic,16-30 Min,True,False,Speeding,1,Arrest Driver
2012,02,05,11,F,4.0,Hispanic,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2009,07,27,9,M,4.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2007,02,05,14,M,5.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2006,05,13,11,M,8.0,Black,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2012,02,05,11,F,4.0,Hispanic,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2008,05,19,11,M,8.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2012,04,07,3,M,5.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2005,12,13,8,F,7.0,Black,16-30 Min,True,False,Other Traffic Violation,32,Arrest Driver
2010,02,18,4,F,5.0,White,30+ Min,True,False,Call for Service,2,Arrest Driver
2010,01,29,21,M,5.0,Hispanic,30+ Min,True,False,Motorist Assist/Courtesy,6,Arrest Driver
2009,08,24,17,M,3.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2012,07,21,23,M,9.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2011,01,28,19,M,6.0,Hispanic,16-30 Min,True,False,Registration Violation,32,Arrest Driver
2014,07,09,2,M,10.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2013,07,07,9,M,6.0,White,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2014,04,29,23,M,6.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2006,09,01,0,M,4.0,Black,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2008,10,14,16,M,4.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2012,11,18,15,M,5.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2015,11,16,23,M,5.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Driver
2009,04,24,1,F,8.0,White,0-15 Min,True,False,Other Traffic Violation,2,Arrest Driver
2014,06,13,14,F,6.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2011,12,08,15,F,5.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2011,07,16,0,F,7.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,03,10,0,M,3.0,Black,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2008,08,29,18,M,4.0,Black,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2007,04,21,11,M,4.0,Hispanic,16-30 Min,True,False,Speeding,1,Arrest Driver
2009,01,08,9,F,5.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2007,06,11,16,M,6.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2015,07,05,22,F,4.0,White,0-15 Min,True,False,Other Traffic Violation,10,Arrest Driver
2014,11,25,11,M,4.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2014,08,29,10,M,3.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2008,01,01,9,M,8.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2012,08,08,10,M,12.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2008,12,27,21,F,5.0,Hispanic,30+ Min,True,False,Speeding,1,Arrest Driver
2009,10,16,1,M,4.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,32,Arrest Driver
2012,07,21,23,M,9.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2008,03,07,12,M,5.0,White,30+ Min,True,False,Registration Violation,2,Arrest Driver
2010,04,30,10,F,6.0,Hispanic,16-30 Min,True,False,Registration Violation,2,Arrest Driver
2007,03,10,8,M,10.0,White,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2011,10,11,1,M,6.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2011,09,27,22,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2005,10,19,1,M,9.0,White,16-30 Min,True,False,Registration Violation,2,Arrest Driver
2013,05,11,23,M,8.0,White,30+ Min,True,True,APB,34,Arrest Driver
2009,01,17,15,M,9.0,Black,16-30 Min,True,False,APB,1,Arrest Driver
2012,07,07,14,M,4.0,Hispanic,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,04,14,17,F,8.0,White,30+ Min,True,False,Call for Service,1,Arrest Driver
2006,09,29,23,M,9.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2014,08,23,10,M,5.0,Black,0-15 Min,True,True,Seatbelt Violation,24,Arrest Driver
2005,11,04,23,M,9.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2009,02,25,15,M,15.0,White,0-15 Min,True,False,Other Traffic Violation,2,Arrest Driver
2006,09,03,22,M,4.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,03,25,19,M,11.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2006,02,27,23,F,5.0,Black,30+ Min,True,False,Registration Violation,2,Arrest Driver
2006,07,06,16,M,6.0,Black,0-15 Min,True,False,Registration Violation,2,Arrest Driver
2006,04,17,5,M,3.0,White,30+ Min,True,False,Call for Service,1,Arrest Driver
2009,03,29,10,F,5.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2014,06,28,23,M,7.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2010,02,18,1,M,4.0,White,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2008,03,10,15,M,9.0,Black,16-30 Min,True,False,Speeding,1,Arrest Driver
2011,07,29,23,M,4.0,White,0-15 Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2006,01,02,18,M,5.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2010,07,27,15,M,7.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2008,10,29,9,F,4.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2005,12,02,22,M,4.0,Black,16-30 Min,True,False,Other Traffic Violation,34,Arrest Driver
2014,09,15,10,M,4.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,08,05,1,M,10.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2006,01,24,23,M,4.0,Asian,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2015,03,20,14,M,4.0,White,0-15 Min,True,False,Seatbelt Violation,1,Arrest Driver
2014,03,04,3,M,5.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,09,24,22,M,10.0,Black,16-30 Min,True,False,Call for Service,1,Arrest Driver
2011,11,08,21,F,5.0,White,16-30 Min,True,False,Call for Service,1,Arrest Driver
2007,04,25,18,M,5.0,Black,0-15 Min,True,False,Other Traffic Violation,2,Arrest Driver
2014,09,06,9,M,7.0,Black,0-15 Min,True,False,Call for Service,1,Arrest Driver
2006,05,02,22,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2012,09,26,8,M,12.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2013,06,05,15,M,8.0,White,16-30 Min,True,False,Special Detail/Directed Patrol,1,Arrest Driver
2012,07,06,15,F,5.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2013,08,03,1,M,10.0,Black,0-15 Min,True,False,Seatbelt Violation,1,Arrest Driver
2013,05,23,8,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2015,04,25,15,M,5.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2013,02,21,19,M,11.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2013,09,17,16,M,4.0,Hispanic,30+ Min,True,True,Speeding,16,Arrest Driver
2012,06,20,3,M,8.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2011,10,13,1,M,4.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2015,10,01,20,M,6.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Driver
2015,01,29,13,F,5.0,White,0-15 Min,True,False,Speeding,1,Arrest Driver
2011,08,12,8,M,5.0,White,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2007,11,24,20,M,8.0,White,30+ Min,True,False,Speeding,2,Arrest Driver
2009,03,29,2,M,5.0,Hispanic,30+ Min,True,False,Call for Service,2,Arrest Driver
2009,12,11,13,M,5.0,White,16-30 Min,True,False,Suspicious Person,1,Arrest Driver
2013,05,14,13,M,6.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2014,04,04,2,M,4.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2012,03,02,1,M,8.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2009,11,18,0,M,9.0,Black,30+ Min,True,False,Other Traffic Violation,2,Arrest Driver
2006,03,03,12,M,7.0,White,30+ Min,True,True,Speeding,2,Arrest Driver
2009,12,08,1,M,7.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2010,08,18,23,M,7.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2005,12,02,22,M,4.0,Black,16-30 Min,True,False,Registration Violation,2,Arrest Driver
2006,10,09,8,M,7.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2007,02,21,23,M,5.0,Hispanic,16-30 Min,True,False,Speeding,1,Arrest Driver
2015,08,01,11,M,8.0,White,0-15 Min,True,True,Other Traffic Violation,34,Arrest Driver
2005,12,21,13,M,3.0,White,30+ Min,True,False,Equipment/Inspection Violation,6,Arrest Driver
2009,01,13,10,M,6.0,Hispanic,16-30 Min,True,True,Registration Violation,2,Arrest Driver
2007,05,02,10,F,10.0,White,0-15 Min,True,False,Violation of City/Town Ordinance,2,Arrest Driver
2005,10,01,0,M,5.0,Hispanic,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,07,17,21,M,4.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2010,06,15,18,F,4.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2011,12,11,10,M,3.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2007,03,18,22,M,10.0,Hispanic,16-30 Min,True,False,Call for Service,2,Arrest Driver
2005,12,16,13,M,7.0,White,30+ Min,True,False,Registration Violation,1,Arrest Driver
2014,04,11,7,M,7.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2012,11,08,22,F,6.0,Black,30+ Min,True,False,Speeding,40,Arrest Driver
2011,03,08,23,M,10.0,White,30+ Min,True,False,Other Traffic Violation,2,Arrest Driver
2006,08,17,23,M,10.0,White,30+ Min,True,False,Other Traffic Violation,8,Arrest Driver
2009,08,16,21,M,7.0,Hispanic,16-30 Min,True,False,Call for Service,2,Arrest Driver
2012,08,29,23,F,4.0,White,16-30 Min,True,False,Call for Service,1,Arrest Driver
2007,02,17,13,M,8.0,White,16-30 Min,True,False,Registration Violation,2,Arrest Driver
2013,11,25,12,M,6.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2008,04,30,12,M,6.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2006,05,19,18,M,7.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2012,04,19,1,M,7.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2009,10,23,14,M,4.0,Hispanic,16-30 Min,True,False,Registration Violation,2,Arrest Driver
2006,05,12,22,M,10.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,10,05,15,M,4.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2010,06,30,22,M,3.0,White,0-15 Min,True,False,Call for Service,1,Arrest Driver
2011,03,27,12,M,14.0,White,16-30 Min,True,False,Call for Service,1,Arrest Driver
2012,09,26,8,M,12.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,2,Arrest Driver
2006,01,21,2,M,9.0,Black,30+ Min,True,False,Speeding,1,Arrest Driver
2007,05,14,1,F,8.0,White,30+ Min,True,False,Other Traffic Violation,2,Arrest Driver
2005,12,18,9,M,3.0,White,30+ Min,True,False,Speeding,1,Arrest Driver
2013,11,26,9,M,7.0,Black,30+ Min,True,False,Registration Violation,1,Arrest Driver
2013,05,21,23,M,5.0,Black,16-30 Min,True,True,Other Traffic Violation,2,Arrest Driver
2012,02,04,3,M,10.0,Black,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2005,11,01,1,F,8.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2005,12,31,9,M,7.0,White,30+ Min,True,False,Speeding,6,Arrest Driver
2011,09,22,1,F,4.0,White,30+ Min,True,False,Speeding,10,Arrest Driver
2010,10,27,8,M,5.0,White,16-30 Min,True,False,Call for Service,1,Arrest Driver
2013,05,13,12,M,5.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2006,06,30,1,F,8.0,White,30+ Min,True,False,Registration Violation,2,Arrest Driver
2010,07,07,12,M,5.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2007,08,18,1,M,6.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,08,31,1,M,6.0,White,30+ Min,True,False,Call for Service,1,Arrest Driver
2010,09,18,2,M,10.0,Black,16-30 Min,True,False,Other Traffic Violation,32,Arrest Driver
2013,03,11,13,M,5.0,Asian,16-30 Min,True,False,Seatbelt Violation,1,Arrest Driver
2015,06,23,0,F,6.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2010,11,16,18,M,5.0,White,30+ Min,True,True,Other Traffic Violation,8,Arrest Driver
2006,05,03,13,M,7.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2015,04,11,7,M,6.0,Hispanic,0-15 Min,True,False,Registration Violation,1,Arrest Driver
2005,02,20,17,M,3.0,White,16-30 Min,True,False,Call for Service,1,Arrest Driver
2011,07,17,21,M,4.0,White,16-30 Min,True,False,Speeding,1,Arrest Driver
2009,01,25,8,F,8.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
2009,12,08,1,M,7.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2014,05,10,15,M,4.0,White,30+ Min,True,False,Seatbelt Violation,1,Arrest Driver
2012,04,16,8,M,4.0,Black,0-15 Min,True,False,Other Traffic Violation,2,Arrest Driver
2009,01,20,15,F,10.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,10,07,22,M,3.0,Black,16-30 Min,True,False,Speeding,1,Arrest Driver
2011,11,07,2,M,7.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2015,08,09,20,M,10.0,White,16-30 Min,True,False,Other Traffic Violation,10,Arrest Driver
2006,02,15,10,F,7.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Driver
2011,08,14,8,F,10.0,Black,16-30 Min,True,False,Speeding,1,Arrest Driver
2014,02,28,20,F,4.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Driver
2006,01,02,13,M,5.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2014,03,25,23,M,4.0,Hispanic,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Driver
2010,11,10,11,M,7.0,Black,16-30 Min,True,False,Registration Violation,32,Arrest Driver
2006,03,10,0,M,3.0,Black,16-30 Min,True,False,Registration Violation,1,Arrest Driver
2010,06,20,21,M,8.0,Black,16-30 Min,True,False,Other Traffic Violation,2,Arrest Driver
2007,09,15,11,M,9.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Driver
